,nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
525,0.099,0.0204,0.026,1.5,0.1,9,0.15,0.1,4.0,0.225,80,1.6961,0.2303
526,0.099,0.0204,0.026,1.5,0.3,9,0.15,0.06,4.0,0.225,80,2.054,0.1735
527,0.033,0.0068,0.078,1.5,1.0,9,0.15,0.02,4.0,0.075,80,0.1728,0.0149
528,0.165,0.0204,0.026,1.5,0.3,9,0.15,0.1,4.0,0.075,80,1.8572,0.0768
529,0.165,0.034,0.078,1.5,0.3,9,0.15,0.02,4.0,0.075,80,1.9521,0.1079
530,0.033,0.034,0.078,1.5,0.5,9,0.15,0.06,4.0,0.075,80,1.2195,0.0444
531,0.099,0.034,0.078,1.5,0.5,9,0.15,0.02,4.0,0.075,80,1.363,0.1523
532,0.099,0.0204,0.078,1.5,0.5,9,0.15,0.06,4.0,0.075,80,1.3322,0.098
533,0.165,0.0204,0.078,1.5,0.5,9,0.15,0.02,4.0,0.075,80,1.3498,0.2626
534,0.099,0.0204,0.13,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.7196,0.1337
535,0.099,0.0204,0.13,1.5,0.3,9,0.15,0.06,4.0,0.075,80,2.1463,0.0477
536,0.165,0.0068,0.13,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.7274,0.1407
537,0.099,0.0068,0.13,1.5,0.3,9,0.15,0.1,4.0,0.075,80,1.7321,0.2863
538,0.165,0.0068,0.13,1.5,0.5,9,0.15,0.02,4.0,0.075,80,1.3629,0.1045
539,0.33,0.034,0.026,1.5,0.1,9,0.15,0.02,4.0,0.075,80,2.087,0.4419
540,0.033,0.0204,0.026,1.5,0.3,9,0.15,0.2,4.0,0.075,80,2.0901,0.2496
541,0.099,0.0068,0.026,1.5,0.3,9,0.15,0.2,4.0,0.075,80,1.9623,0.1101
542,0.033,0.0068,0.026,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.1927,0.0312
543,0.099,0.0068,0.078,1.5,1.0,9,0.15,0.02,4.0,0.075,80,0.2009,0.0359
544,0.099,0.068,0.026,1.5,0.1,9,0.15,0.02,4.0,0.225,80,1.7639,0.1316
545,0.165,0.034,0.078,1.5,0.5,9,0.15,0.02,4.0,0.075,80,1.3599,0.0483
546,0.099,0.0204,0.078,1.5,0.5,9,0.15,0.1,4.0,0.075,80,1.3513,0.0619
547,0.165,0.068,0.026,1.5,0.3,9,0.15,0.02,4.0,0.075,80,1.7386,0.2222
548,0.033,0.068,0.078,1.5,0.1,9,0.15,0.1,4.0,0.075,80,2.0944,0.138
549,0.099,0.068,0.078,1.5,0.1,9,0.15,0.06,4.0,0.075,80,2.1183,0.1405
550,0.033,0.0204,0.026,1.5,0.5,9,0.15,0.2,4.0,0.075,80,1.3125,0.0855
551,0.033,0.0204,0.026,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.1598,0.0333
552,0.33,0.0204,0.078,1.5,0.3,9,0.15,0.02,4.0,0.075,80,1.8493,0.2143
553,0.099,0.068,0.026,1.5,0.3,9,0.15,0.02,4.0,0.225,80,1.8238,0.2103
554,0.033,0.068,0.026,1.5,0.5,9,0.15,0.02,4.0,0.225,80,1.2888,0.0359
555,0.165,0.0204,0.078,1.5,0.5,9,0.15,0.1,4.0,0.075,80,1.5699,0.1126
556,0.099,0.068,0.026,1.5,0.3,9,0.15,0.1,4.0,0.075,80,1.7917,0.2996
557,0.165,0.068,0.026,1.5,0.3,9,0.15,0.06,4.0,0.075,80,1.9293,0.1346
558,0.165,0.068,0.078,1.5,0.1,9,0.15,0.06,4.0,0.075,80,2.1504,0.1963
559,0.33,0.034,0.026,1.5,0.1,9,0.15,0.1,4.0,0.075,80,2.1088,0.2862
560,0.099,0.034,0.026,1.5,0.3,9,0.15,0.2,4.0,0.075,80,1.9438,0.019
561,0.033,0.034,0.078,1.5,0.3,9,0.15,0.2,4.0,0.075,80,2.1097,0.1088
562,0.165,0.0204,0.078,1.5,1.0,9,0.15,0.02,4.0,0.075,80,0.1515,0.0482
563,0.099,0.0068,0.078,1.5,0.5,9,0.15,0.2,4.0,0.075,80,1.2961,0.1565
564,0.165,0.0068,0.078,1.5,1.0,9,0.15,0.06,4.0,0.075,80,0.1522,0.0248
565,0.033,0.068,0.026,1.5,1.0,9,0.15,0.02,4.0,0.075,80,0.1298,0.0231
566,0.033,0.068,0.078,1.5,0.5,9,0.15,0.1,4.0,0.075,80,1.1405,0.2561
567,0.033,0.034,0.078,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.2021,0.0132
568,0.33,0.0204,0.026,1.5,0.1,9,0.15,0.2,4.0,0.075,80,1.6131,0.2395
569,0.33,0.034,0.026,1.5,0.5,9,0.15,0.1,4.0,0.075,80,0.9807,0.3367
570,0.165,0.068,0.13,1.5,0.5,9,0.15,0.02,4.0,0.075,80,1.463,0.0246
571,0.33,0.0204,0.026,1.5,0.3,9,0.15,0.2,4.0,0.075,80,1.9079,0.1812
572,0.33,0.034,0.026,1.5,1.0,9,0.15,0.06,4.0,0.075,80,0.0801,0.0163
573,0.33,0.034,0.078,1.5,0.1,9,0.15,0.2,4.0,0.075,80,1.91,0.3586
574,0.033,0.068,0.13,1.5,0.3,9,0.15,0.2,4.0,0.075,80,1.7093,0.2557
575,0.33,0.034,0.026,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.1344,0.0477
576,0.099,0.0068,0.026,1.5,0.3,9,0.45,0.02,4.0,0.075,80,2.0171,0.078
577,0.099,0.0068,0.078,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.6163,0.0106
578,0.165,0.0068,0.078,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.2771,0.0634
579,0.099,0.034,0.026,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.23,0.2116
580,0.033,0.0204,0.026,1.5,0.3,9,0.45,0.1,4.0,0.075,80,2.0554,0.0745
581,0.165,0.0068,0.026,1.5,0.3,9,0.45,0.06,4.0,0.075,80,1.7291,0.5503
582,0.033,0.0068,0.078,1.5,0.3,9,0.45,0.1,4.0,0.075,80,1.9348,0.1976
583,0.165,0.034,0.026,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.1258,0.3642
584,0.099,0.0068,0.026,1.5,0.5,9,0.45,0.1,4.0,0.075,80,1.3339,0.185
585,0.033,0.034,0.078,1.5,0.5,9,0.45,0.02,4.0,0.075,80,1.6533,0.0184
586,0.033,0.068,0.026,1.5,0.3,9,0.45,0.02,4.0,0.075,80,1.6738,0.1725
587,0.033,0.0204,0.026,1.5,0.1,9,0.45,0.2,4.0,0.075,80,2.0415,0.397
588,0.033,0.0204,0.026,1.5,1.0,9,0.45,0.02,4.0,0.075,80,0.1521,0.0313
589,0.033,0.068,0.078,1.5,0.1,9,0.45,0.06,4.0,0.075,80,1.9553,0.4199
590,0.33,0.0068,0.026,1.5,0.1,9,0.45,0.1,4.0,0.075,80,1.9458,0.038
591,0.033,0.034,0.026,1.5,1.0,9,0.45,0.02,4.0,0.075,80,0.1614,0.0067
592,0.165,0.034,0.026,1.5,0.5,9,0.45,0.06,4.0,0.075,80,1.3485,0.0541
593,0.033,0.068,0.026,1.5,0.5,9,0.45,0.06,4.0,0.075,80,1.4505,0.2092
594,0.165,0.068,0.026,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.0399,0.305
595,0.099,0.068,0.078,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.0448,0.2125
596,0.033,0.0068,0.026,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.2174,0.3097
597,0.033,0.0068,0.026,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.1738,0.3049
598,0.33,0.068,0.26,1.5,1.0,30,0.75,0.2,4.0,0.75,80,0.1045,0.0059
599,0.33,0.068,0.26,1.5,1.0,30,1.5,0.2,2.0,0.75,80,0.0405,0.0065
600,0.33,0.068,0.26,1.5,1.0,30,1.5,0.2,4.0,0.75,40,0.0321,0.005
601,0.33,0.068,0.26,1.5,1.0,15,1.5,0.2,4.0,0.75,80,0.0581,0.0099
602,0.33,0.068,0.26,1.5,1.0,30,1.5,0.1,4.0,0.75,80,0.0347,0.0074
603,0.33,0.068,0.13,1.5,1.0,30,1.5,0.2,4.0,0.75,80,0.0257,0.0091
604,0.165,0.068,0.26,1.5,1.0,30,1.5,0.2,4.0,0.75,80,0.0532,0.025
605,0.33,0.068,0.26,1.5,1.0,30,1.5,0.2,4.0,0.375,80,0.0467,0.011
606,0.33,0.034,0.26,1.5,1.0,30,1.5,0.2,4.0,0.75,80,0.0384,0.0074
607,0.33,0.068,0.26,1.5,0.5,30,1.5,0.2,4.0,0.75,80,0.2799,0.0243
608,0.33,0.068,0.26,0.75,1.0,30,1.5,0.2,4.0,0.75,80,0.0108,0.0098
609,0.165,0.068,0.026,1.5,0.1,9,1.5,0.06,4.0,0.075,80,3.3227,0.0324
610,0.099,0.034,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,3.2983,0.1235
611,0.033,0.034,0.13,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.9184,0.1227
612,0.033,0.034,0.026,1.5,0.1,9,1.5,0.1,4.0,0.225,80,2.8568,0.1091
613,0.165,0.0204,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.9744,0.0809
614,0.099,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.7906,0.1592
615,0.165,0.0204,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.7312,0.0842
616,0.165,0.0068,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.903,0.0069
617,0.033,0.034,0.026,1.5,0.1,9,1.5,0.06,4.0,0.075,80,2.9539,0.0571
618,0.033,0.0204,0.078,1.5,0.1,9,1.5,0.06,4.0,0.075,80,3.0081,0.0616
619,0.033,0.034,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.7133,0.0992
620,0.099,0.0068,0.026,1.5,0.1,9,1.5,0.1,4.0,0.075,80,2.9779,0.0772
621,0.099,0.0068,0.026,1.5,0.1,9,1.5,0.02,4.0,0.225,80,2.6547,0.1263
622,0.165,0.068,0.026,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.9389,0.0792
623,0.099,0.068,0.078,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.6324,0.4418
624,0.165,0.034,0.13,1.5,0.1,9,0.75,0.1,4.0,0.225,80,2.6438,0.1414
625,0.099,0.0204,0.13,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.7889,0.1168
626,0.165,0.034,0.26,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.7291,0.0562
627,0.033,0.034,0.078,1.5,0.1,9,0.75,0.2,4.0,0.225,80,2.6159,0.1099
628,0.33,0.0204,0.13,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.7747,0.1023
629,0.033,0.034,0.026,1.5,0.1,9,0.75,0.2,4.0,0.375,80,2.4424,0.205
630,0.33,0.0204,0.078,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.7385,0.1413
631,0.165,0.068,0.078,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.5241,0.1132
632,0.165,0.0204,0.13,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.6028,0.1833
633,0.099,0.034,0.078,1.5,0.1,9,0.75,0.1,4.0,0.225,80,2.6495,0.176
634,0.099,0.0068,0.078,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.8325,0.1429
635,0.099,0.0204,0.26,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.5958,0.1395
636,0.033,0.0068,0.026,1.5,0.1,9,0.75,0.2,4.0,0.375,80,2.7174,0.1613
637,0.099,0.0204,0.13,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.3076,0.3253
638,0.099,0.0204,0.13,1.5,0.1,9,0.75,0.02,4.0,0.375,80,2.2501,0.0901
639,0.099,0.0068,0.026,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.8502,0.1283
640,0.033,0.0068,0.078,1.5,0.1,9,0.75,0.2,4.0,0.075,80,2.6437,0.0592
641,0.165,0.034,0.078,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.7052,0.0688
642,0.165,0.0068,0.13,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.6015,0.1082
643,0.165,0.0204,0.078,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.6642,0.0685
644,0.033,0.0204,0.13,1.5,0.1,9,0.75,0.02,4.0,0.375,80,2.5358,0.0557
645,0.165,0.0204,0.026,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.6758,0.0606
646,0.165,0.0204,0.026,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.5753,0.0556
647,0.165,0.0204,0.026,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.7339,0.0578
648,0.033,0.0204,0.078,1.5,0.1,9,0.75,0.06,4.0,0.075,80,2.6745,0.1258
649,0.099,0.0068,0.026,1.5,0.1,9,0.75,0.1,4.0,0.075,80,2.6946,0.0375
650,0.099,0.0068,0.078,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.4951,0.1289
651,0.033,0.0204,0.026,1.5,0.1,9,0.75,0.02,4.0,0.375,80,2.3635,0.1263
652,0.033,0.034,0.026,1.5,0.1,9,0.75,0.02,4.0,0.075,80,2.4748,0.1203
653,0.033,0.0068,0.078,1.5,0.1,9,0.75,0.02,4.0,0.225,80,2.1629,0.0796
654,0.033,0.068,0.078,1.5,0.1,9,0.45,0.2,4.0,0.075,80,2.1476,0.104
655,0.33,0.034,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.2637,0.0431
656,0.165,0.068,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.2884,0.1682
657,0.099,0.034,0.13,1.5,0.1,9,0.45,0.2,4.0,0.075,80,2.0632,0.1549
658,0.165,0.034,0.026,1.5,0.1,9,0.45,0.2,4.0,0.225,80,2.1672,0.2217
659,0.165,0.068,0.078,1.5,0.1,9,0.45,0.06,4.0,0.225,80,2.0706,0.2308
660,0.099,0.068,0.078,1.5,0.1,9,0.45,0.1,4.0,0.225,80,2.0906,0.254
661,0.165,0.0204,0.26,1.5,0.1,9,0.45,0.1,4.0,0.075,80,1.919,0.2192
662,0.099,0.068,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,1.8901,0.2821
663,0.033,0.034,0.078,1.5,0.1,9,0.45,0.2,4.0,0.225,80,1.7311,0.2486
664,0.165,0.0068,0.13,1.5,0.1,9,0.45,0.2,4.0,0.075,80,2.0972,0.2891
665,0.165,0.0204,0.26,1.5,0.1,9,0.45,0.02,4.0,0.225,80,1.893,0.2259
666,0.165,0.034,0.13,1.5,0.1,9,0.45,0.02,4.0,0.375,80,2.0088,0.0568
667,0.165,0.0204,0.026,1.5,0.1,9,0.45,0.2,4.0,0.075,80,1.9425,0.2849
668,0.33,0.0204,0.13,1.5,0.1,9,0.45,0.02,4.0,0.075,80,1.7574,0.2501
669,0.165,0.068,0.026,1.5,0.1,9,0.45,0.02,4.0,0.075,80,1.6594,0.0622
670,0.033,0.068,0.078,1.5,0.1,9,0.45,0.06,4.0,0.075,80,1.6641,0.3532
671,0.033,0.068,0.026,1.5,0.1,9,0.45,0.06,4.0,0.225,80,1.6787,0.3136
672,0.165,0.034,0.13,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.0805,0.1615
673,0.165,0.0204,0.078,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.1104,0.1082
674,0.099,0.0204,0.13,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.0781,0.0888
675,0.165,0.034,0.078,1.5,0.1,9,0.45,0.02,4.0,0.225,80,2.049,0.097
676,0.033,0.034,0.026,1.5,0.1,9,0.45,0.1,4.0,0.375,80,1.9266,0.0932
677,0.33,0.0068,0.078,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.1028,0.0223
678,0.33,0.0068,0.026,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.1504,0.1055
679,0.165,0.0204,0.13,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.0144,0.1396
680,0.165,0.0068,0.026,1.5,0.1,9,0.45,0.1,4.0,0.225,80,2.0889,0.0919
681,0.033,0.034,0.026,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.0123,0.076
682,0.099,0.0068,0.078,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.0371,0.0176
683,0.033,0.034,0.13,1.5,0.1,9,0.45,0.02,4.0,0.075,80,1.9061,0.0255
684,0.033,0.0204,0.026,1.5,0.1,9,0.45,0.1,4.0,0.075,80,2.1444,0.0527
685,0.033,0.0068,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,1.9619,0.0742
686,0.033,0.0204,0.026,1.5,0.1,9,0.45,0.06,4.0,0.225,80,1.9432,0.0821
687,0.033,0.0204,0.078,1.5,0.1,9,0.45,0.02,4.0,0.225,80,1.9685,0.0139
688,0.033,0.0068,0.026,1.5,0.1,9,0.45,0.06,4.0,0.225,80,1.9936,0.0587
689,0.099,0.0068,0.026,1.5,0.1,9,0.45,0.02,4.0,0.075,80,2.224,0.1291
690,0.33,0.034,0.13,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.5759,0.0494
691,0.099,0.034,0.13,1.5,0.1,9,0.15,0.2,4.0,0.075,80,1.5064,0.0267
692,0.33,0.034,0.13,1.5,0.1,9,0.15,0.02,4.0,0.075,80,1.6647,0.127
693,0.165,0.068,0.078,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.5581,0.0249
694,0.165,0.034,0.13,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.5203,0.013
695,0.33,0.0204,0.13,1.5,0.1,9,0.15,0.02,4.0,0.075,80,1.541,0.0793
696,0.33,0.0204,0.026,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.5128,0.05
697,0.099,0.034,0.13,1.5,0.1,9,0.15,0.06,4.0,0.225,80,1.5523,0.11
698,0.165,0.0204,0.13,1.5,0.1,9,0.15,0.06,4.0,0.225,80,1.5398,0.0745
699,0.33,0.0204,0.026,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.6131,0.0438
700,0.165,0.034,0.026,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.6557,0.0226
701,0.165,0.0204,0.078,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.6264,0.0514
702,0.165,0.034,0.026,1.5,0.1,9,0.15,0.06,4.0,0.225,80,1.6493,0.0566
703,0.33,0.0068,0.026,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.6618,0.0812
704,0.099,0.0204,0.078,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.5479,0.0386
705,0.033,0.034,0.13,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.4678,0.0474
706,0.099,0.0204,0.026,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.6817,0.0595
707,0.099,0.034,0.026,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.6249,0.0573
708,0.033,0.034,0.078,1.5,0.1,9,0.15,0.02,4.0,0.075,80,1.4433,0.0261
709,0.033,0.0068,0.026,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.5382,0.0778
710,0.033,0.0068,0.078,1.5,0.1,9,0.15,0.02,4.0,0.075,80,1.4627,0.0538
711,0.033,0.0068,0.026,1.5,0.1,9,0.15,0.02,2.0,0.075,80,1.0398,0.0136
712,0.033,0.0068,0.078,1.5,0.3,9,0.15,0.06,4.0,0.225,80,1.6724,0.0057
713,0.033,0.0068,0.26,1.5,0.1,9,0.15,0.02,4.0,0.075,80,1.3691,0.0373
714,0.099,0.0204,0.078,1.5,0.3,9,0.15,0.02,4.0,0.225,80,1.7204,0.0281
715,0.033,0.0068,0.13,1.5,0.1,9,0.15,0.1,4.0,0.225,80,1.4517,0.0183
716,0.033,0.0204,0.026,1.5,0.5,9,0.15,0.1,4.0,0.225,80,1.4396,0.0242
717,0.033,0.034,0.078,1.5,0.3,9,0.15,0.06,4.0,0.225,80,1.6744,0.0785
718,0.033,0.068,0.078,1.5,0.1,9,0.15,0.02,4.0,0.225,80,1.3195,0.1469
719,0.33,0.0068,0.026,1.5,0.1,9,0.15,0.06,4.0,0.225,80,1.4571,0.0549
720,0.033,0.034,0.078,1.5,0.5,9,0.15,0.06,4.0,0.225,80,1.2738,0.022
721,0.33,0.0068,0.13,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.4325,0.1441
722,0.033,0.0068,0.13,1.5,1.0,9,0.15,0.06,4.0,0.075,80,0.2034,0.0513
723,0.033,0.0204,0.026,1.5,0.3,9,0.15,0.2,4.0,0.225,80,1.6212,0.1404
724,0.33,0.0204,0.026,1.5,0.3,9,0.15,0.02,4.0,0.225,80,1.6816,0.0431
725,0.033,0.068,0.026,1.5,0.5,9,0.15,0.06,4.0,0.225,80,1.366,0.0987
726,0.165,0.0068,0.13,1.5,0.1,9,0.15,0.2,4.0,0.075,80,1.4243,0.0731
727,0.33,0.0068,0.13,1.5,0.3,9,0.15,0.06,4.0,0.075,80,1.7221,0.0925
728,0.033,0.068,0.078,1.5,0.3,9,0.15,0.06,4.0,0.225,80,1.7162,0.0672
729,0.099,0.0204,0.026,1.5,1.0,9,0.15,0.06,4.0,0.225,80,0.1328,0.0136
730,0.099,0.0204,0.078,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.1818,0.0095
731,0.099,0.068,0.026,1.5,0.3,9,0.15,0.1,4.0,0.225,80,1.7348,0.0425
732,0.33,0.0204,0.13,1.5,0.1,9,0.15,0.1,4.0,0.075,80,1.5086,0.0749
733,0.33,0.034,0.13,1.5,0.3,9,0.15,0.02,4.0,0.075,80,1.6369,0.0576
734,0.033,0.068,0.026,1.5,0.5,9,0.15,0.1,4.0,0.225,80,1.401,0.0714
735,0.099,0.068,0.026,1.5,0.5,9,0.15,0.06,4.0,0.225,80,1.4155,0.038
736,0.165,0.068,0.026,1.5,0.5,9,0.15,0.02,4.0,0.225,80,1.4025,0.0304
737,0.033,0.0204,0.13,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.2244,0.0403
738,0.33,0.0068,0.13,1.5,0.3,9,0.15,0.1,4.0,0.075,80,1.6845,0.1245
739,0.099,0.034,0.026,1.5,0.3,9,0.15,0.2,4.0,0.225,80,1.6957,0.0943
740,0.099,0.068,0.078,1.5,0.3,9,0.15,0.06,4.0,0.225,80,1.6318,0.0845
741,0.165,0.0204,0.026,1.5,0.3,9,0.15,0.2,4.0,0.225,80,1.6801,0.0411
742,0.033,0.068,0.13,1.5,0.1,9,0.15,0.1,4.0,0.225,80,1.3212,0.0199
743,0.033,0.0068,0.078,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.2316,0.0375
744,0.033,0.068,0.26,1.5,0.1,9,0.15,0.06,4.0,0.075,80,1.3073,0.0668
745,0.099,0.0204,0.13,1.5,0.5,9,0.15,0.2,4.0,0.075,80,1.4261,0.0678
746,0.099,0.0204,0.13,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.2683,0.0651
747,0.165,0.068,0.026,1.5,0.5,9,0.15,0.1,4.0,0.225,80,1.453,0.0055
748,0.33,0.0204,0.078,1.5,0.3,9,0.15,0.2,4.0,0.075,80,1.5429,0.0085
749,0.165,0.0068,0.078,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.1815,0.0288
750,0.099,0.068,0.026,1.5,1.0,9,0.15,0.06,4.0,0.225,80,0.107,0.0188
751,0.33,0.068,0.078,1.5,0.5,9,0.15,0.06,4.0,0.075,80,1.5416,0.0689
752,0.165,0.068,0.13,1.5,0.1,9,0.15,0.2,4.0,0.075,80,1.4936,0.0416
753,0.033,0.068,0.13,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.3051,0.067
754,0.165,0.0204,0.078,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.242,0.0619
755,0.165,0.068,0.13,1.5,1.0,9,0.15,0.1,4.0,0.075,80,0.2494,0.074
756,0.33,0.034,0.026,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.1997,0.0495
757,0.33,0.0204,0.078,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.2546,0.0374
758,0.165,0.068,0.078,1.5,1.0,9,0.15,0.2,4.0,0.075,80,0.2989,0.0178
759,0.033,0.0204,0.026,1.5,0.1,9,0.45,0.02,4.0,0.225,80,1.784,0.0049
760,0.033,0.0068,0.026,1.5,0.3,9,0.45,0.02,4.0,0.225,80,1.9535,0.0245
761,0.033,0.034,0.078,1.5,0.1,9,0.45,0.02,4.0,0.225,80,1.8142,0.0941
762,0.099,0.0068,0.026,1.5,0.3,9,0.45,0.06,4.0,0.225,80,2.0439,0.0611
763,0.033,0.034,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,1.782,0.0448
764,0.099,0.0068,0.13,1.5,0.1,9,0.45,0.1,4.0,0.075,80,1.8728,0.0447
765,0.165,0.0068,0.13,1.5,0.3,9,0.45,0.02,4.0,0.075,80,1.9177,0.0666
766,0.033,0.034,0.026,1.5,0.3,9,0.45,0.06,4.0,0.225,80,1.9658,0.0304
767,0.165,0.0204,0.078,1.5,0.3,9,0.45,0.06,4.0,0.075,80,2.0227,0.1045
768,0.033,0.0204,0.078,1.5,0.5,9,0.45,0.1,4.0,0.075,80,1.7019,0.0357
769,0.033,0.0068,0.026,1.5,1.0,9,0.45,0.1,4.0,0.075,80,0.1707,0.0291
770,0.033,0.0068,0.078,1.5,1.0,9,0.45,0.06,4.0,0.075,80,0.2547,0.046
771,0.033,0.034,0.078,1.5,0.5,9,0.45,0.1,4.0,0.075,80,1.741,0.019
772,0.033,0.034,0.13,1.5,0.5,9,0.45,0.06,4.0,0.075,80,1.7868,0.0654
773,0.165,0.0204,0.13,1.5,0.3,9,0.45,0.06,4.0,0.075,80,2.1257,0.112
774,0.099,0.0204,0.078,1.5,0.1,9,0.45,0.2,4.0,0.075,80,2.1255,0.1903
775,0.033,0.0204,0.078,1.5,0.3,9,0.45,0.2,4.0,0.075,80,2.1818,0.1187
776,0.33,0.0068,0.026,1.5,0.5,9,0.45,0.06,4.0,0.075,80,1.7376,0.0827
777,0.165,0.0068,0.026,1.5,1.0,9,0.45,0.06,4.0,0.075,80,0.1723,0.0358
778,0.165,0.068,0.026,1.5,0.1,9,0.45,0.02,4.0,0.225,80,2.1308,0.2101
779,0.099,0.0204,0.078,1.5,1.0,9,0.45,0.02,4.0,0.075,80,0.2877,0.0267
780,0.33,0.0068,0.13,1.5,0.1,9,0.45,0.06,4.0,0.075,80,2.1271,0.1347
781,0.033,0.068,0.13,1.5,0.3,9,0.45,0.06,4.0,0.075,80,2.0471,0.0459
782,0.099,0.068,0.13,1.5,0.3,9,0.45,0.02,4.0,0.075,80,2.1244,0.0234
783,0.033,0.034,0.078,1.5,1.0,9,0.45,0.06,4.0,0.075,80,0.2933,0.0642
784,0.033,0.0204,0.13,1.5,0.3,9,0.45,0.2,4.0,0.075,80,2.0054,0.0225
785,0.033,0.0068,0.026,1.5,1.0,9,0.45,0.2,4.0,0.075,80,0.1471,0.0018
786,0.099,0.034,0.026,1.5,0.5,9,0.45,0.2,4.0,0.075,80,1.7774,0.074
787,0.33,0.034,0.078,1.5,0.3,9,0.45,0.06,4.0,0.075,80,2.1546,0.166
788,0.099,0.0204,0.078,1.5,0.5,9,0.45,0.2,4.0,0.075,80,1.8186,0.0868
789,0.033,0.034,0.078,1.5,1.0,9,0.45,0.1,4.0,0.075,80,0.333,0.0469
790,0.165,0.034,0.026,1.5,1.0,9,0.45,0.1,4.0,0.075,80,0.1928,0.0197
